序号,原名称,核实后名称,装机容量MW,省,市,区,详细地址,电场名称线索文本,电场名称线索参考地址,装机容量线索文本,装机容量线索参考地址,确信度,搜索状态,搜索关键词,经度,纬度,地理编码结果
402,景洪基诺乡光伏,景洪基诺乡光伏发电站,85,云南省,西双版纳州,景洪市,基诺乡,景洪基诺乡光伏发电站,https://guangfu.bjx.com.cn/news/20240205/1360313.shtml,85MW,https://guangfu.bjx.com.cn/news/20240205/1360313.shtml,高,地理编码成功,基诺乡,101.00335,22.03934,success: detail_address
403,勐海南弄光伏,勐海南弄光伏发电站,60,云南省,西双版纳州,勐海县,云南省西双版纳州勐海县,勐海南弄光伏发电站,https://guangfu.bjx.com.cn/news/20230802/1323135.shtml,60MW,https://guangfu.bjx.com.cn/news/20230802/1323135.shtml,高,地理编码成功,云南省西双版纳州勐海县,100.46419,21.973231,success: detail_address
404,勐腊藤蔑山光伏,勐腊藤蔑山光伏发电站,150,云南省,西双版纳州,勐腊县,关累镇,勐腊藤蔑山光伏发电站,https://www.cpnn.com.cn/news/xny/202503/t20250313_1781523.html,150MW,https://www.cpnn.com.cn/news/xny/202503/t20250313_1781523.html,高,地理编码成功,关累镇,101.28609,21.70059,success: detail_address
405,景洪亮塘大渡岗光伏,景洪亮塘大渡岗光伏发电站,335,云南省,西双版纳州,景洪市,云南省西双版纳州景洪市,景洪亮塘大渡岗光伏发电站,https://thj.mysteel.com/a/24010808/2E9A0EEBB416ADD1.html,335MW,https://thj.mysteel.com/a/24010808/2E9A0EEBB416ADD1.html,高,地理编码成功,云南省西双版纳州景洪市,101.06,22.4486,success: detail_address
406,景洪曼景缅光伏,景洪曼景缅光伏发电站,70,云南省,西双版纳州,景洪市,云南省西双版纳州景洪市,景洪曼景缅光伏发电站,https://thj.mysteel.com/a/24010808/2E9A0EEBB416ADD1.html,70MW,https://thj.mysteel.com/a/24010808/2E9A0EEBB416ADD1.html,高,地理编码成功,云南省西双版纳州景洪市,101.06,22.4486,success: detail_address
407,德钦纳古光伏,德钦纳古光伏发电站一期,100,云南省,迪庆州,德钦县,佛山乡,德钦纳古光伏发电站一期,http://www.news.cn/power/20241224/1d484918d70848ccb862e1fd4587ad00/c.html,100MW,http://www.news.cn/power/20241224/1d484918d70848ccb862e1fd4587ad00/c.html,高,地理编码成功,云南省迪庆州德钦县佛山乡,98.712376,28.780718,success: province_city_district_detail
408,香格里拉砌修塘光伏,香格里拉砌修塘光伏发电站一期,100,云南省,迪庆州,香格里拉市,格咱乡,香格里拉砌修塘光伏发电站一期,https://www.sohu.com/a/892908526_121613636,100MW,https://www.sohu.com/a/892908526_121613636,高,地理编码成功,格咱乡,99.77457,28.058,success: detail_address
409,香格里拉机场分布式光伏,香格里拉机场屋顶分布式光伏发电站,1,云南省,迪庆州,香格里拉市,云南省迪庆州香格里拉市,香格里拉机场屋顶分布式光伏发电站,https://www.sohu.com/a/285067896_282553,1MW,https://www.sohu.com/a/285067896_282553,高,地理编码成功,云南省迪庆州香格里拉市,99.700087,27.821123,success: detail_address
410,怒江老窝光伏,怒江老窝农光互补光伏发电站,40,云南省,怒江州,泸水市,老窝镇,怒江老窝农光互补光伏发电站,http://society.yunnan.cn/system/2022/12/05/032376467.shtml,40MW,http://society.yunnan.cn/system/2022/12/05/032376467.shtml,高,地理编码成功,老窝镇,99.0303,25.86279,success: detail_address
411,隆阳鱼塘光伏,隆阳鱼塘光伏发电站,100,云南省,保山市,隆阳区,云南省保山市隆阳区,隆阳鱼塘光伏发电站,https://www.sohu.com/a/798942659_703050,100MW,https://www.sohu.com/a/798942659_703050,高,地理编码成功,云南省保山市隆阳区,99.178023,25.119433,success: detail_address
412,隆阳西邑东光伏,隆阳西邑东生态治理修复光伏发电站,62,云南省,保山市,隆阳区,云南省保山市隆阳区,隆阳西邑东生态治理修复光伏发电站,https://solar.in-en.com/html/solar-2393065.shtml,62MW,https://solar.in-en.com/html/solar-2393065.shtml,高,地理编码成功,云南省保山市隆阳区,99.178023,25.119433,success: detail_address
413,隆阳黑岩洼光伏,隆阳黑岩洼光伏发电站,348,云南省,保山市,隆阳区,云南省保山市隆阳区,隆阳黑岩洼光伏发电站,https://www.kesolar.com/headline/245403.html,348MW,https://www.kesolar.com/headline/245403.html,高,地理编码成功,云南省保山市隆阳区,99.178023,25.119433,success: detail_address
414,龙陵老寨子光伏,龙陵老寨子光伏发电站,48.4,云南省,保山市,龙陵县,云南省保山市龙陵县,龙陵老寨子光伏发电站,https://www.sohu.com/a/798942659_703050,48.4MW,https://www.sohu.com/a/798942659_703050,高,地理编码成功,云南省保山市龙陵县,98.68891,24.58987,success: detail_address
415,龙陵小田坝光伏,龙陵小田坝光伏发电站,31.2,云南省,保山市,龙陵县,云南省保山市龙陵县,龙陵小田坝光伏发电站,https://www.sohu.com/a/798942659_703050,31.2MW,https://www.sohu.com/a/798942659_703050,高,地理编码成功,云南省保山市龙陵县,98.68891,24.58987,success: detail_address
416,昌宁更戛茶光互补光伏,昌宁更戛茶光互补光伏发电站,50,云南省,保山市,昌宁县,云南省保山市昌宁县,昌宁更戛茶光互补光伏发电站,https://www.sohu.com/a/798942659_703050,50MW,https://www.sohu.com/a/798942659_703050,高,地理编码成功,云南省保山市昌宁县,99.60432,24.83097,success: detail_address
417,昌宁勐统光伏,昌宁勐统光伏发电站,50,云南省,保山市,昌宁县,云南省保山市昌宁县,昌宁勐统光伏发电站,https://www.sohu.com/a/798942659_703050,50MW,https://www.sohu.com/a/798942659_703050,高,地理编码成功,云南省保山市昌宁县,99.60432,24.83097,success: detail_address
418,施甸大秧田光伏,施甸大秧田光伏发电站,150,云南省,保山市,施甸县,云南省保山市施甸县,施甸大秧田光伏发电站,https://www.sohu.com/a/798942659_703050,150MW,https://www.sohu.com/a/798942659_703050,高,地理编码成功,云南省保山市施甸县,99.18833,24.72584,success: detail_address
419,个旧背阴山尾矿库光伏,个旧背阴山尾矿库分布式光伏发电站,15,云南省,红河州,个旧市,老厂镇,个旧背阴山尾矿库分布式光伏发电站,https://www.sohu.com/a/881983137_122094388,15MW,https://www.sohu.com/a/881983137_122094388,高,地理编码成功,云南省红河州个旧市老厂镇,103.186592,23.347958,success: province_city_district_detail
420,镇康360MW光伏复合项目,镇康县忙丙乡光伏复合发电站,360,云南省,临沧市,镇康县,忙丙乡,镇康县忙丙乡光伏复合发电站,https://www.163.com/dy/article/IP4MJ34N05505AV7.html,360MW,https://www.163.com/dy/article/IP4MJ34N05505AV7.html,高,地理编码成功,忙丙乡,99.155796,23.938516,success: detail_address
421,镇康80MW光伏,镇康县光伏发电站,80,云南省,临沧市,镇康县,云南省临沧市镇康县,镇康县光伏发电站,https://so.html5.qq.com/page/real/search_news?docid=70000021_469621c9a9d72952,80MW,https://so.html5.qq.com/page/real/search_news?docid=70000021_469621c9a9d72952,高,地理编码成功,云南省临沧市镇康县,98.824724,23.76575,success: detail_address
422,耿马四排山光伏,耿马四排山光伏发电站,100,云南省,临沧市,耿马县,云南省临沧市耿马县,耿马四排山光伏发电站,https://www.163.com/dy/article/IN6RDOLB0530QRMB.html,100MW,https://www.163.com/dy/article/IN6RDOLB0530QRMB.html,高,地理编码成功,云南省临沧市耿马县,99.39605,23.540582,success: detail_address
423,沧源班列茶光互补光伏,沧源班列茶光互补光伏发电站,495,云南省,临沧市,沧源县,云南省临沧市沧源县,沧源班列茶光互补光伏发电站,https://www.163.com/dy/article/JEDJVQPG0511CVT1.html,495MW,https://www.163.com/dy/article/JEDJVQPG0511CVT1.html,高,地理编码成功,云南省临沧市沧源县,99.245,23.14957,success: detail_address
423,沧源光伏项目群,沧源县495MW光伏项目群,495,云南省,临沧市,沧源县,云南省临沧市沧源县,沧源县495MW光伏项目群,https://www.163.com/dy/article/JEDJVQPG0511CVT1.html,495MW,https://www.163.com/dy/article/JEDJVQPG0511CVT1.html,高,地理编码成功,云南省临沧市沧源县,99.245,23.14957,success: detail_address
