交易名称,企业名称,所属集团,电源类型,装机容量MW
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐撒镇其他勐撒镇其他勐撒镇司法所&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐撒镇乡政府办公楼&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡迎门寨村委会胶厂村迎门寨村委会胶厂村胶厂党员活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪镇老屋村张家屋基社14号徐海开）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇允楞村委会允楞村允楞村芒帕组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V永德县户用屋顶分布式光伏项目（乌木龙彝族乡蕨坝村上蕨坝组22号）,永德云昱新能源科技有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇允楞村委会景抗村景抗村景抗组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪镇安居村上村社6号郭绍文）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇白马社区耿马镇白马社区耿马县住房与城乡建设局&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡南团村程家湾社14号程鹏）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪镇共和村伙房社9号王发超）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇石灰窑村委会红旗村石灰窑村委会红旗村红旗社烤烟房&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县贺派乡崩弄村委会芒畔村崩弄村委会芒畔村芒畔二组李玉伞&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县贺派乡崩弄村委会挡帕村崩弄村委会挡帕村挡帕二组赵东兴&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县贺派乡崩弄村委会挡帕村崩弄村委会挡帕村挡帕二组赵忠生&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡柏木村陶家湾社10号钱仁能）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒蚌村芒蚌村委会芒蚌村芒蚌组刀志珍&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒蚌村芒蚌村委会芒蚌村芒蚌组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡南团村沙沟社16号王朝香）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县户用屋顶分布式光伏项目（德党镇勐汞社区勐汞十一组53号）,永德云昱新能源科技有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪镇安居村尹家坪子社26号郭昌武）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒蚌村芒蚌村委会芒蚌村芒蚌组俸新祥&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒蚌村芒蚌村委会芒蚌村芒东组李云&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪镇老屋村大湾子社26号龙德所）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒蚌村芒蚌村委会芒蚌村岔路新寨组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡干沟村公所火石梁子社4号刘安文）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒布村芒蚌村委会芒布村沈峰家&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪镇安居村尹家坪子社17号王廷山）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒布村芒蚌村委会芒布村刀永强家&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡南团村大坪子社21号陈述亮）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡花山村洒溪社26号廖大华）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县户用屋顶分布式光伏项目（勐板乡怕掌村荒田山组1号）,永德云昱新能源科技有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇白马社区耿马镇白马社区林业局&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇甘东社区糖业小区耿马镇甘东社区耿马政府宿舍楼&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡南团村火地社8号梅春秀）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡安居村公所尹家坪子社20号向茂成）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡羊棚村公所油房社2号陈得兴）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡南团村火地社7号丁开芬）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡河玉村胡家村社48号何有平）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县户用屋顶分布式光伏项目（永康镇永和社区忙岗二组89号）,永德云昱新能源科技有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇芒蚌村委会芒东村芒东组芒东组刀语新用户家&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡河玉村麦子坪社5号杨通山）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡花山村公所中坝社20号陆文富）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇甘东社区扎木村扎木组扎母组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡马洪村蔡家坪社18号宁德友）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县贺派乡芒抗村委会芒弄村刀贵强用户家&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇复兴村委会复兴村复兴活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇复兴村委会大梁子村芒旧组芒旧组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇复兴村委会大梁子村芒旧组芒旧组李发友用户家&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪镇共和村石板沟社1号刘明国）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县四排山乡东坡村委会东坡村八一组八一组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县四排山乡东坡村委会东老村东老组东老组赵利林用户家&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡花山村公所三家村社14号周宗林）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇团结村委会那小村那小村那小村活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县耿马镇团结村委会石洞寺村石洞寺村石洞寺村活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V永德县户用屋顶分布式光伏项目（永康镇忙况村忙窝二组63号）,永德云昱新能源科技有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡老厂村委会大平掌村老厂村委会大平掌村大平掌村活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡羊棚村林家坪社13号安丕才）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡老厂村委会老厂村老厂村委会老厂村老厂医务室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡迎门寨村委会下军楞村迎门寨村委会下军楞村下军楞村活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡羊棚村大垭口社7号余开翠）,云南电网有限责任公司昭通巧家供电局,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡迎门寨村委会上军楞村迎门寨村委会上军楞上军楞活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡迎门寨村委会抛竹林村迎门寨村委会抛竹林村抛竹林村活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡大寨村委会小寨村大寨村二组二组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
380V云南省耿马自治县鼎泰新能源50MW户用光伏项目&#40;云南省临沧市耿马县勐简乡大寨村委会小寨村大寨村委会小寨组小寨组活动室&#41;,耿马鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县崇溪乡马洪村糖房社66号彭金明）,云南电网有限责任公司昭通巧家供电局,,无,0
